rx_2,rx_3,rx_4,rx_5,rx_6,rx_7,rx_8,rx_9,rx_10,rx_11,rx_12,rx_13,rx_14,rx_15,rx_16,rx_17,rx_18,rx_19,rx_20
4.679623333,7.387253766,9.550574861,10.11429064,12.48980632,12.89510851,15.55750916,16.79858277,17.34532496,20.07054418,21.26554197,21.45754612,21.34077686,21.02956763,20.49908242,20.86672679,24.06766573,26.62863056,27.628753
4.712681885,7.599405874,9.976381594,10.99568411,13.27755098,14.0686518,17.00331373,18.33523893,19.31141849,20.75683506,21.15982907,20.83973576,20.3055517,19.38592437,17.95788589,17.90010132,22.92349591,25.96587056,26.88133345
4.316078434,7.157675944,9.46100951,9.938191688,11.87870024,12.45958109,14.49648027,15.09714473,15.8189799,16.63122381,16.59847506,15.66942886,14.43368813,12.81942374,10.51519024,10.00526474,14.80265983,16.92719062,17.99039248
3.573715446,6.014278906,7.851509453,8.052083104,9.518275412,10.20788709,11.82986857,12.50209449,12.81938427,13.29755495,13.32478211,12.90136186,12.17672177,11.26753273,9.726597895,9.142913288,11.86892681,12.39321526,10.44753068
3.321780351,5.801865221,8.641872695,8.47869899,10.64743757,12.67184145,13.88976788,14.61914672,14.83785178,15.36063228,16.59918372,17.83224627,18.8510877,19.96476708,20.91057598,21.72393712,23.58279232,25.03198111,26.11314731
3.165962256,6.333082948,9.551786088,10.08585709,13.64952552,16.75819226,18.31722203,20.66124586,20.75118124,21.8801762,23.58363206,25.06668396,26.26565469,27.56544033,29.34910809,31.20758649,32.83693206,34.89978209,36.84728748
2.993374089,5.806632079,8.568472546,8.739092357,11.3855267,13.48985685,13.75812445,16.24712897,16.52059153,17.37537076,19.10614566,20.79555039,22.23663336,23.87832273,24.81410099,24.69776739,25.32366754,26.87098568,30.50831291
3.742958397,7.599502409,11.92099615,13.95750667,18.44817672,22.72290626,25.57762144,29.74973405,32.11276993,34.89604067,38.81499932,42.71620427,46.48822616,50.48234506,54.29369395,57.20365871,59.65336025,62.157817,67.1506378
4.254753367,8.554747574,13.24082299,15.48106278,20.74047706,25.41623872,29.02088265,33.34728568,36.26292588,40.0023686,44.42541655,48.85971818,53.1743474,57.77748041,62.45717936,66.7793677,71.53004119,75.84004655,79.27975057
4.165681254,8.054558422,12.37058121,14.24089359,19.57249767,23.57975343,27.13434034,31.94770402,34.38579428,37.86062191,42.32935718,46.91330331,51.37713658,56.18767131,60.83735164,63.81033858,67.02035645,71.88583966,77.60832716
2.832524927,5.085438205,7.67228152,7.053716514,10.6179678,12.43992225,14.198465,17.46403974,18.8543807,21.93219327,25.00668519,28.1262135,30.91982472,34.15658123,36.19558508,35.88803081,37.02895645,43.28008352,50.73417061
3.093836971,5.973076518,8.830661571,9.443113141,14.10969811,16.244237,18.1443583,21.90278292,23.70086546,27.24151945,30.63076173,34.05420727,37.1793117,40.61608525,43.06155321,44.87191682,47.68004173,51.08106661,52.89255982
3.541692329,7.065128971,10.77737734,11.60572053,16.2657252,18.24701539,21.02018244,24.18619207,26.04517611,29.37110902,32.57138557,35.70971064,38.47581968,41.80983855,44.88447024,46.44434874,49.24015545,52.98192644,54.95278905
4.079645611,8.037524905,11.87929195,13.25565381,17.50181963,19.79813411,22.27872285,25.37598426,28.08203401,31.63526487,35.14180787,38.60748834,41.65563509,45.32402102,48.31005271,49.12026516,51.72337175,55.97631711,58.80705759
3.684856288,6.82838515,10.21545297,11.06812876,14.77213147,16.43890784,18.96202199,21.46588578,24.47419574,27.65342803,30.85267855,34.03059992,36.74946122,39.90164197,41.697325,42.06838485,44.41604606,47.59456365,50.23856047
3.466106853,6.704359209,9.848648627,11.41442884,14.83091529,16.06819445,18.32306318,20.50284959,23.4553094,26.49145972,29.48137539,32.43641711,34.93424151,37.84817745,39.27699083,39.22988165,41.29043686,44.24573002,46.67480058
3.074025767,5.987655296,9.112038203,10.71708131,13.73901289,14.73316759,16.74567217,18.95756336,22.10671553,24.27113878,26.33225795,28.28658433,29.83093185,31.48125651,32.78367435,33.8901279,35.55362272,38.17535812,40.45491255
2.150169424,4.29510238,6.619823012,7.744929484,10.0989609,10.20617825,11.23144375,13.88135805,16.56009053,18.1335346,19.91339398,21.65878563,22.97327679,24.12176565,24.6516656,25.28370501,26.2696876,28.66435383,30.53033974
2.310803973,4.602224985,6.972356536,8.372026499,10.87653221,11.63319807,13.58561873,15.90881707,18.30758456,19.86632726,21.80612443,23.68630317,25.16155641,26.91919273,28.06150079,28.39042396,29.88247734,31.4993484,32.32161563
1.916826565,3.491893659,4.706990693,5.638189687,6.729928273,6.108612536,7.055875987,7.80344687,8.624444213,9.006331502,9.575272425,10.05161223,10.24738541,10.77409039,11.26540442,11.37929032,12.17768058,12.82324886,13.1323853
0.932040156,1.675108435,2.224120523,2.053714097,1.798364402,-0.091252663,0.030241381,0.235496387,-0.217880269,-0.837601209,-1.271322796,-1.810708268,-2.639307408,-3.444515152,-5.358823981,-8.092736063,-9.405347261,-8.428287703,-7.895978397
0.445155007,0.265850829,-0.151467863,-1.286975815,-2.120148974,-3.577417743,-4.370466183,-5.463271142,-6.010066742,-6.975807736,-7.86674375,-8.82092687,-10.02424207,-11.08713006,-12.3959897,-14.07689469,-15.21406077,-15.77421813,-16.36903464
0.783030096,1.202914679,1.540336759,0.411567807,-0.045112616,-0.811161203,-1.235927548,-2.037357961,-2.902286534,-2.779543159,-2.58237192,-2.355550047,-2.389695051,-2.004472603,-2.535483572,-4.130254309,-4.898348885,-4.89333153,-5.357171904
0.414635233,0.557224084,0.249456706,-1.20618423,-2.292464959,-3.692779716,-4.792017941,-5.936921289,-7.130922041,-7.685528289,-8.090238285,-8.483157095,-9.112552014,-9.404848607,-11.20137238,-13.62631997,-14.6789008,-14.60119061,-15.13320804
0.119896083,-0.209066305,-0.896524287,-2.31251242,-3.531284394,-5.01242833,-6.111773811,-7.213169862,-8.418087332,-8.867847502,-8.925980794,-8.91552263,-9.273004266,-9.613731555,-12.26708453,-15.59045968,-17.1117383,-16.80050875,-17.66855693
-0.79041881,-2.133211936,-3.772517579,-5.699512118,-7.90889636,-9.454941016,-11.85480406,-13.79202864,-15.2812949,-16.47103066,-17.01611007,-17.44352561,-18.01398606,-18.00059364,-20.86008789,-24.77186207,-27.21951865,-28.29878953,-29.90222386
-0.87783288,-2.293279541,-3.842120952,-6.43316484,-8.21123114,-10.39672352,-12.68457746,-14.5889533,-16.16531573,-17.1521474,-17.56577695,-17.83012187,-18.1510305,-17.9409126,-20.77198132,-24.39544771,-26.83218173,-28.45981497,-30.3558292
-0.375587225,-1.416783317,-2.681775852,-4.764620245,-5.95754741,-7.627363428,-9.993798791,-11.05599925,-11.62255589,-11.97477634,-11.77381814,-11.41600109,-11.42607236,-11.55697795,-13.29314498,-15.63627177,-17.11249355,-18.13542053,-19.65664888
-0.571772215,-1.953337566,-3.268890666,-5.576092166,-7.006300678,-8.726510341,-11.30242086,-13.09674096,-14.1072382,-14.87974787,-15.09327567,-15.14238559,-15.28653788,-15.27477981,-17.63519786,-20.72546693,-22.42188282,-23.59969517,-25.05070226
-0.489703629,-1.663535665,-2.84673638,-4.973956246,-6.129444394,-7.528161814,-9.835554251,-11.19606533,-12.0997089,-12.81659225,-13.03028321,-13.10072792,-13.15897428,-13.01966467,-14.52648354,-16.1689973,-17.20009567,-18.34883306,-19.39390785
-0.204653049,-0.822514656,-1.373534061,-2.86241946,-3.626133176,-4.722995031,-6.425965387,-7.25769013,-7.466991359,-7.847908485,-7.785517059,-7.618242566,-7.603724266,-7.496065506,-8.327368371,-9.464744033,-10.34539961,-11.32384944,-12.18596694
-0.037690787,-0.542929767,-1.091125532,-2.337405458,-3.169075245,-4.176621492,-5.84302038,-6.71303191,-7.200137847,-7.913803488,-8.257978663,-8.561972382,-9.075227538,-9.590045933,-10.60846683,-11.62370084,-12.18157983,-12.916336,-13.66785626
0.022582964,-0.593365825,-1.273479345,-2.932475854,-3.638451181,-4.703117444,-6.788301876,-7.663519842,-8.377766783,-9.275117617,-9.90912568,-10.51731312,-11.30218682,-12.17598778,-13.52661771,-14.81935835,-15.54798808,-16.40533339,-17.19280725
0.693264828,0.719599552,0.568610676,-0.79688536,-1.173060649,-2.067055046,-3.216881791,-4.369625128,-4.927999655,-5.568360016,-5.990551346,-6.369094358,-6.698655158,-7.227236191,-8.300429617,-9.207994948,-9.84921021,-10.74479093,-11.57611003
0.556662317,0.419292957,0.132810986,-1.292383627,-2.00066902,-2.724291236,-3.695296568,-4.601968662,-5.342412955,-6.115711214,-6.53566532,-6.927350278,-7.460239571,-8.053112081,-8.683536871,-9.827262939,-11.73886035,-13.18458944,-14.01415711
0.390653055,0.472989654,0.520807745,-0.599297397,-0.711630832,-1.029194112,-1.616221754,-2.059063776,-2.356886843,-2.664018342,-2.642015019,-2.616274833,-2.975966897,-3.337871564,-3.77038529,-4.409040014,-5.060951215,-5.972908358,-6.719427209
0.156889781,0.110241969,0.021424395,-1.10608445,-1.046685302,-1.304257904,-2.184201411,-2.310065355,-2.563930269,-2.876308001,-2.75518126,-2.595705682,-2.700347266,-2.392670003,-2.12934014,-2.651028439,-3.876665056,-5.007136999,-5.919335824
0.163696542,0.213897065,0.16365049,-1.056780787,-0.75348704,-0.445328433,-0.589908068,-0.670601976,-0.486144092,-0.659698023,-0.425050152,-0.281729293,-0.520783214,0.310240774,1.479277031,1.603578264,0.56132785,-0.132127392,-0.69699229
0.98508517,2.058914099,3.161685633,2.845481511,4.312631165,5.283542974,6.057522874,7.155676606,8.157159681,8.85019371,9.78845154,10.60424091,11.20769495,12.85803769,14.57335137,15.36856869,15.20791865,15.23584488,15.33102146
0.371214011,0.911837672,1.86537898,1.272099324,2.381426577,3.33580627,3.157047181,3.334469319,3.686344833,3.920755967,4.278958442,4.816040549,5.604583621,6.223421669,7.08051055,7.268707103,6.58222317,6.433842815,6.448790292
-0.234112627,-0.411808844,0.054184599,-0.794454724,-0.008649532,0.724900436,0.679577289,0.987477372,1.387332488,1.549732526,1.905815272,2.191147665,2.466958157,3.991949852,5.626811978,5.520134167,4.739937975,4.400220793,4.05922164
-0.700303947,-1.24062028,-1.437498245,-2.460899481,-1.933126104,-1.510595101,-1.824016221,-1.433486915,-0.737956142,-0.147412569,0.70373192,1.701091997,2.617110664,3.464619105,4.251359858,4.194397933,3.777889135,3.539742469,3.375394562
-1.345703563,-2.477404455,-3.261254963,-4.641930856,-4.325953607,-4.223722817,-4.556657184,-4.6343353,-4.398007756,-4.137061168,-3.496744295,-2.585465229,-1.796970765,-1.302340773,-1.040232027,-1.562078524,-2.244855528,-2.662445332,-2.983963156
-1.876530133,-3.526925692,-4.799552238,-6.614809716,-6.886982213,-7.008050715,-7.650575922,-7.828275343,-7.753644367,-7.742704977,-7.334589112,-6.766555496,-6.463565029,-6.133017128,-5.989460322,-6.617959086,-7.301784289,-7.937362876,-8.620305762
-1.805323719,-3.168574891,-3.937256676,-5.451782663,-5.322521183,-4.422083039,-4.526551476,-4.205456258,-3.572003848,-2.868824904,-1.73567947,-0.433792808,0.396016456,1.049127803,1.583942269,1.192799783,0.775741259,0.508065165,0.212391206
-0.957183474,-1.565249643,-1.592589372,-2.624875999,-2.025286047,-1.127136949,-1.040101845,-0.248742178,0.713512931,1.612773929,2.865977332,4.219708782,5.306256885,6.516749403,7.567115939,7.506099419,7.536287364,7.731967847,7.890461814
-0.19865025,-0.020211329,0.57757908,0.354465489,1.333073339,3.059305456,4.048770765,5.357722955,6.735867587,7.912019667,9.254757064,10.65342178,11.92608883,13.21649063,14.4973485,15.33028509,16.17255392,16.9261562,17.55654743
0.165949558,0.726164453,1.530597048,1.462717353,2.864863851,4.006745791,4.775689395,6.06563259,7.295519836,8.340320134,9.628908347,11.146748,12.96612905,15.05518317,16.6007855,17.00244967,17.95456064,18.94784204,19.85277376
1.007282054,2.319937002,3.80030286,4.684832411,6.582768103,8.216621295,9.527632144,11.05855321,12.43286252,13.47870745,14.71763312,16.0947008,17.82073361,19.85563805,21.55514687,22.46557843,23.89147068,25.40689014,26.88095754
0.617370159,1.145492411,2.206159158,2.655053375,4.055821666,5.221631862,6.402181685,7.785573178,9.230123478,10.53395971,11.98538137,13.37081765,14.74716373,16.05043068,17.22593967,18.17341415,19.40690526,20.66882842,21.92849345
0.145626759,0.273917125,0.792895306,0.930225334,2.074061819,2.591697085,3.30111765,4.334287566,5.496653826,6.618171886,7.916412302,9.190517777,10.13382441,11.17094359,12.06968504,12.53962072,13.39326631,14.26007915,15.11289184
0.436803941,0.939769551,1.454118952,1.815837701,2.975644314,3.73412141,4.560639303,5.61813092,6.679366315,7.578989933,8.625378788,9.599186433,10.61404649,11.76321964,12.62502195,13.18372265,14.05397175,14.87746772,15.68943389
1.168586128,2.202321116,3.34390191,4.281343227,5.770405045,6.842901553,7.959068362,9.174213501,10.38598116,11.47230929,12.54133946,13.49904171,14.04351446,15.03797157,16.41175746,17.56853945,18.70618654,19.81502536,20.94962785
1.263843228,2.508609013,3.602431228,4.622330989,6.170698941,6.877009111,7.861513876,8.631806712,9.249604643,9.79336695,9.934171114,10.20338213,11.31633644,12.37739614,12.97283612,13.40868366,14.24271216,15.01866166,15.83881688
0.901578021,1.558349931,2.095199242,2.386366421,3.020749238,3.205253203,3.706296767,3.845020965,3.743491343,3.499438435,2.784178733,2.152192965,2.579110871,2.976958411,2.938520676,2.730471114,2.928371373,3.04184823,3.178422791
1.333576512,2.13292252,2.911258703,3.338268297,4.050764599,4.525325338,5.105345612,5.486709184,5.760581726,5.948569551,5.689013438,5.62246408,5.944338531,6.183393155,6.065776439,6.016818206,6.38195958,6.705848531,7.090225196
1.23076902,1.922932926,2.440102246,3.085761401,3.093997902,3.365208498,4.014218612,4.168274522,4.104090972,4.035788931,3.555748745,3.585623401,4.313672216,4.696981981,4.644868688,4.767805089,4.966928895,5.053883424,5.170892115
0.508915779,0.333911351,0.207027301,0.102381215,-0.059872322,-0.16793106,-0.150944684,-0.380671124,-0.74395307,-1.12421401,-1.786507267,-2.209976952,-2.271967657,-2.504046129,-2.951286488,-3.247027761,-3.555560558,-3.934100526,-4.275454478
0.454313541,0.474819928,0.438542146,0.550394535,0.055704958,-0.084272564,-0.022453107,-0.232822815,-0.411182068,-0.61289214,-1.142130949,-1.178885962,-0.87473321,-0.840356661,-1.342359924,-1.577004521,-1.647989486,-1.735558293,-1.771091169
-0.11696563,-0.45392511,-0.765645504,-1.176308335,-1.432485849,-1.763272118,-2.177455837,-2.521104126,-2.803130108,-3.245633502,-3.920315757,-4.54663001,-5.158352867,-5.781325533,-6.566596909,-7.129641877,-7.622023884,-8.123913324,-8.576253553
-0.344464602,-0.835831161,-1.465317676,-1.993684364,-2.341879492,-2.837886955,-3.441222345,-3.906031149,-4.202418651,-4.958843715,-5.69147035,-5.973642066,-6.31771457,-6.967304862,-8.041635725,-8.689149939,-9.229587791,-9.783829644,-10.2943117
0.477545995,0.394769061,0.0087487,-0.839271741,-1.542464776,-2.408306308,-3.410306443,-4.503257771,-5.673656675,-7.153306593,-9.011872794,-10.15919656,-11.02659058,-12.23310251,-13.77496801,-14.81869635,-15.7289086,-16.63940678,-17.50042758
0.589206547,0.723515122,0.536022722,-0.287534147,-0.757659895,-1.661018559,-2.728676925,-3.814173323,-4.83379055,-5.975920901,-7.476257519,-8.521213031,-9.430251442,-10.61132755,-11.9932261,-12.91032269,-13.73906737,-14.57109502,-15.36396291
0.295937483,0.185373794,-0.185644885,-0.937993369,-1.642893084,-2.735758632,-3.993171795,-5.254893024,-6.389555507,-7.646197308,-9.019939044,-10.14797311,-11.45892918,-12.8755416,-14.3670409,-15.45659795,-16.50710318,-17.55995808,-18.57103917
0.309960778,0.376945972,0.338922073,-0.205276237,-0.608788824,-1.381407845,-2.256021526,-3.016321962,-3.475145893,-3.931966962,-4.384134936,-4.657280612,-5.478759436,-6.72448714,-8.019710313,-8.751388913,-9.464057855,-10.19177788,-10.89149179
0.898902846,1.347900957,1.436387555,1.00162353,1.20993355,0.468602103,-0.462679977,-1.034511413,-1.160188539,-1.419272412,-2.099495497,-2.738960909,-3.534382719,-4.371806916,-5.257694439,-5.82022883,-6.381892764,-6.958338332,-7.494911056
1.648916043,2.579664117,3.309117386,3.331630291,3.503837596,3.457782171,3.277569458,3.266809981,3.525080536,3.559322642,3.605653063,3.533388335,3.066969188,2.802050461,2.744723852,2.726833523,2.680949071,2.613974838,2.582698827
1.972888167,2.989387403,3.876501206,3.819067777,3.960096321,4.086836698,3.965119262,3.81910602,4.082865222,4.383255384,4.445197475,4.387667227,4.135130172,4.048809902,3.996620702,3.921456228,3.834360325,3.714709434,3.629726676
2.287879662,3.357853168,4.154385333,4.045976948,4.113756513,3.98315107,3.995290734,4.134883735,4.513268462,4.856110394,4.890865642,4.901277303,4.683639947,4.307399542,4.028992596,4.116409579,4.210595135,4.290625572,4.392048089
2.823970178,4.358391062,5.72805463,5.956930771,6.428028453,6.557751725,6.858006163,7.361893093,8.056135418,8.616365642,9.09533694,9.681965851,9.863191133,9.86445088,10.08321398,10.66987055,11.25883556,11.83678464,12.4425379
2.328077908,3.480440167,4.4523798,4.290437143,4.288454492,4.023687526,3.935363188,3.896370998,4.054423497,4.420056129,4.419633922,4.111294904,3.707377983,3.480927843,3.368389961,3.299764373,3.204251726,3.075067388,2.968890291
1.879042438,2.759481826,3.101990137,2.544700692,2.271599019,1.850174143,1.4118577,1.020851218,0.943315516,1.219911319,1.152159781,0.668496684,0.04784697,-0.562609774,-1.08159665,-1.537453236,-2.006381687,-2.511185621,-3.001577876
1.74465071,2.46272243,2.849060674,2.368387442,2.138482285,1.823716957,1.49971156,1.402294721,1.720313436,2.088403236,1.952051162,1.422635687,1.027683909,0.904204776,0.671236024,0.308061607,-0.053150813,-0.453102252,-0.842304074
2.414107607,4.082773858,5.602108953,5.73357937,6.466874453,6.907824894,7.141545256,7.968942269,9.094539014,10.28108054,11.26153221,12.20630834,12.97019868,14.00514637,14.68567405,15.13632724,15.5985272,16.007947,16.42025124
2.607061825,4.51468786,6.391919773,6.886084403,8.072288158,8.907803162,9.463796801,10.47212084,11.47323621,12.63931705,13.70479828,14.60748076,15.47878757,16.59455081,17.35734262,17.8999979,18.45459796,18.94625565,19.42048285
2.703244291,4.697386862,6.453810949,6.800458711,7.850379957,8.401231482,8.756148282,9.475684809,10.16754355,10.59941409,11.51378059,12.40286877,12.92693149,13.57227579,14.06178612,14.40198661,14.74426681,15.02019845,15.2655534
2.796257895,4.687163434,6.136508176,6.243635589,7.170486488,7.229064018,7.072348612,6.924571547,6.566653371,6.345462269,6.70310054,7.277148712,7.350060349,7.477875194,7.385156879,7.117723691,6.835803859,6.469755383,6.038510624
