macro uncertainty
0.582315962
0.574005724
0.573578791
0.566124789
0.563642232
0.569824283
0.569556791
0.574896867
0.581018061
0.574444203
0.584147108
0.584562642
0.568205868
0.563680816
0.557772796
0.550782587
0.539402808
0.530816878
0.530711207
0.538616961
0.543595628
0.543860474
0.569797418
0.578407919
0.570188194
0.568306481
0.553785133
0.548775245
0.544630778
0.543264599
0.544499426
0.545593133
0.54642145
0.54386199
0.548793316
0.551366464
0.561398243
0.560187102
0.562581377
0.561268066
0.552966072
0.55296078
0.556872827
0.549198617
0.553066899
0.564586542
0.57600275
0.597710153
0.608519348
0.595602455
0.576674502
0.560157892
0.551071718
0.546376557
0.545702835
0.543535616
0.544314242
0.543792867
0.544151077
0.544713042
0.547300755
0.543521923
0.545839618
0.543558859
0.543152214
0.549528105
0.55968634
0.55365622
0.552318053
0.553357305
0.555081369
0.562396277
0.561023416
0.562864692
0.572485365
0.578533472
0.594169119
0.606506287
0.627895532
0.617781099
0.605963097
0.595841011
0.591801724
0.590817082
0.594032054
0.592243532
0.593530129
0.588613006
0.583099156
0.578701026
0.578382641
0.583298859
0.594603517
0.601156202
0.61776641
0.637214232
0.641495769
0.648255783
0.66317302
0.675919269
0.680062042
0.66676609
0.66175866
0.666377022
0.665954144
0.665969809
0.680675232
0.688043468
0.685740451
0.680697719
0.685369772
0.684074429
0.691059449
0.703099932
0.724958614
0.768225208
0.773065363
0.745238184
0.709953111
0.688419232
0.657653697
0.639695069
0.62162135
0.603863501
0.600098785
0.600046739
0.597898788
0.597257345
0.596924942
0.606164804
0.620731931
0.637931125
0.647270516
0.647441271
0.658956199
0.642730638
0.631537793
0.631256244
0.630304839
0.630145299
0.620796333
0.608172515
0.595009286
0.592352695
0.590624099
0.595308014
0.595937317
0.603356858
0.610732395
0.601289693
0.592198469
0.596274996
0.607506334
0.619411551
0.642485194
0.648027548
0.635801748
0.629153574
0.624321146
0.630399869
0.642132483
0.663400458
0.687270831
0.731824074
0.732556831
0.716070234
0.689152043
0.685141051
0.674723727
0.656083645
0.654043086
0.652762049
0.650183476
0.647174132
0.652328618
0.668164393
0.655955469
0.643477743
0.644758424
0.644621937
0.640085376
0.633732384
0.620849499
0.605049637
0.606964579
0.61985503
0.643094913
0.655906142
0.665843236
0.687687235
0.694076399
0.697228143
0.709104869
0.720125269
0.749213718
0.787566023
0.820575222
0.863596912
0.929095947
1.010237664
1.088448938
1.08489385
1.059038848
1.04790877
0.997473586
0.945755217
0.908408974
0.880507559
0.868232765
0.852182441
0.810061552
0.782086241
0.75642811
0.743681742
0.733505451
0.734806114
0.726369144
0.716686995
0.692863165
0.684450454
0.65073126
0.633118628
0.617727115
0.610588904
0.609756932
0.6078585
0.629157902
0.62701663
0.633232754
0.631470121
0.6250024
0.621284505
0.620130499
0.627500004
0.634269905
0.624295902
0.613782355
0.601488158
0.600070971
0.593062152
0.57918208
0.575272864
0.569548102
0.57076842
0.569551174
0.574239499
0.57952386
0.577703455
0.579736146
0.591391551
0.598853353
0.595157534
0.584287824
0.573833841
0.554481846
0.546237624
0.54277923
0.546021035
0.542441945
0.532300975
0.535553188
0.5378759
0.543227919
0.554589898
0.555644951
0.546020564
0.53385017
0.529804639
0.533139618
0.545704251
0.559259899
0.568528916
0.58541264
0.609839456
0.633564243
0.657122356
0.674185771
0.67359202
0.657269494
0.645550588
0.629756654
0.622734549
0.618106778
0.621745226
0.620305117
0.629989939
0.650684783
0.644625199
0.636632079
0.627393465
0.606774973
0.590689998
0.584824454
0.581029999
0.576380988
0.573788354
0.578559462
0.589957087
0.596017904
0.592394276
0.586489971
0.584452722
0.584548321
0.581150971
0.57553259
0.576654112
0.583323935
0.58840861
0.587094334
0.577767495
0.577337552
0.583654207
0.586326643
0.579560667
0.58345182
0.588024755
0.577473557
0.570328612
0.566056811
0.565980842
0.576198901
0.59358214
0.614229062
