macro uncertainty
0.636613933
0.63044534
0.618059957
0.617881411
0.631423916
0.639893822
0.612028476
0.593986239
0.580962109
0.580390597
0.589590305
0.612774335
0.625999491
0.625740571
0.640476612
0.641529986
0.650942227
0.666760404
0.679045921
0.682614701
0.685263517
0.690882779
0.713861742
0.754853734
0.787596659
0.793922441
0.794057646
0.782127147
0.782845107
0.787678552
0.777671459
0.772873992
0.779065346
0.772750329
0.771757865
0.786431374
0.806024298
0.81275783
0.826712975
0.864483075
0.882893044
0.853185196
0.82706368
0.794370354
0.773596282
0.76109077
0.759567504
0.751433795
0.718294898
0.687825307
0.664859195
0.650505562
0.658750551
0.658271038
0.638729875
0.62035848
0.614146186
0.610943697
0.599424175
0.590797242
0.593171553
0.603631504
0.618296149
0.629204995
0.628843164
0.63381008
0.630207535
0.608795229
0.580804667
0.570704013
0.564420279
0.565390182
0.565617884
0.576540411
0.588672383
0.598054038
0.621083627
0.653558684
0.645311975
0.643331383
0.632226546
0.614795756
0.603140733
0.603621108
0.598877794
0.601335804
0.606384478
0.615863966
0.622916067
0.6473926
0.661084348
0.685584126
0.728987896
0.723870849
0.708104929
0.711273017
0.725392989
0.735906807
0.74916407
0.761549612
0.778243512
0.818553706
0.86613577
0.924026902
0.977356516
0.966494867
0.929889168
0.919544895
0.908176871
0.884654433
0.866184852
0.849812609
0.845594143
0.843143129
0.837061057
0.831884801
0.834815387
0.833549918
0.836481629
0.831560777
0.82719397
0.840047047
0.839559348
0.842443291
0.85389568
0.883097662
0.88432035
0.84166131
0.822303425
0.815184963
0.810391056
0.801302446
0.788007902
0.777718988
0.776807651
0.760235181
0.760720764
0.772489562
0.741343548
0.717937591
0.702905649
0.679304286
0.673427386
0.663610195
0.655609977
0.655175542
0.635592356
0.620775933
0.626853704
0.641024306
0.640046553
0.624292272
0.610366097
0.614192309
0.614986732
0.616920959
0.62183167
0.626115696
0.628318155
0.625305486
0.623392824
0.625554036
0.629124747
0.632187679
0.636371344
0.620491205
0.613360198
0.610329734
0.604917945
0.614599634
0.621951541
0.628523474
0.641027105
0.658002389
0.682446896
0.686924573
0.672451342
0.666037052
0.65938628
0.649116986
0.644402374
0.65081543
0.647158126
0.652313085
0.671570335
0.684258696
0.668913037
0.636071327
0.623401464
0.606650001
0.597014166
0.59483303
0.601666014
0.614818575
0.634076244
0.629147401
0.62935194
0.6251216
0.61045528
0.591631852
0.582663064
0.574430236
0.572196324
0.569666846
0.568520989
0.571129491
0.572162207
0.576295209
0.593250235
0.621846269
0.628200672
0.622293612
0.622256846
0.62828013
0.625884825
0.633041913
0.633874044
0.618793921
0.617879974
0.622758474
0.649255962
0.686216215
0.675114233
0.658400086
0.651073929
0.645748073
0.642247381
0.646499749
0.662982683
0.656209765
0.666246282
0.680654645
0.679924279
0.68058534
0.667719411
0.648584645
0.639059991
0.623654553
0.613442546
0.597351687
0.583465584
0.58032661
0.571636042
0.572440788
0.580484065
0.584348243
