financial uncertainty
0.981152378
1.015118317
1.070814796
1.154923006
1.285150547
1.489954747
1.301166437
1.176624532
1.080270497
1.012184967
0.933722485
0.879480721
0.847861486
0.835391039
0.800310266
0.775480207
0.758694965
0.74969131
0.749117047
0.745526988
0.748187602
0.742007454
0.739124387
0.747861898
0.758405703
0.766609217
0.786361073
0.785734648
0.800438948
0.83171488
0.836444345
0.860718537
0.909003365
0.897176385
0.904219631
0.934824017
0.968814448
0.982076728
1.023916728
1.091579773
1.073122894
1.036654306
1.011273563
0.978271635
0.972657139
0.957735591
0.913471479
0.882352266
0.874876668
0.871473215
0.853362947
0.837708463
0.83886395
0.854741909
0.885825481
0.907642141
0.876637933
0.835143634
0.805732946
0.783880221
0.763015428
0.760252494
0.747069544
0.737207396
0.722657699
0.719637407
0.727448551
0.716472297
0.71163866
0.708836211
0.705441277
0.704678365
0.692562336
0.678678224
0.671390881
0.673360552
0.671439348
0.678720574
0.688063843
0.690487753
0.693695812
0.700461551
0.71261653
0.691743111
0.685561196
0.686176037
0.681930946
0.685286914
0.682315351
0.682757882
0.692337862
0.677182649
0.668643131
0.666064312
0.657501956
0.658085744
0.663876955
0.676828217
0.686187358
0.681686268
0.688447653
0.702198758
0.696831988
0.684509042
0.681286177
0.688079505
0.70193488
0.726424855
0.748349212
0.779352333
0.8147927
0.805986264
0.792357173
0.789723856
0.794937583
0.792220543
0.804000841
0.817774426
0.842403764
0.859245592
0.891600205
0.884844133
0.891480554
0.892076442
0.903043389
0.897162151
0.880890798
0.881509027
0.89586581
0.926067247
0.934353344
0.957067228
1.006871221
1.067791202
1.165082333
1.269591792
1.177773829
1.109406798
1.064195203
1.035971547
1.022479399
1.026739582
1.01456312
1.022268626
1.000227179
0.992704995
0.989177766
1.000701796
1.016843647
1.043900121
1.082241441
1.129146258
1.173261927
1.229048055
1.230837518
1.199506821
1.17591889
1.161895212
1.126811902
1.118937518
1.110853061
1.113415849
1.13481144
1.14745662
1.134988652
1.111484665
1.088690235
1.074060483
1.056773279
1.058582447
1.081535173
1.118786241
1.180710415
1.131983091
1.092718807
1.053905082
1.033253124
1.032341143
1.047851973
1.055323486
1.081333995
1.134109811
1.188455802
1.149739367
1.150926031
1.099995078
1.066053407
1.025820011
0.983012287
0.958276709
0.948796412
0.966816826
0.949045718
0.899973151
0.877446102
0.854981014
0.843389195
0.844775757
0.802570277
0.780258328
0.760898369
0.745667314
0.743111412
0.752947304
0.747695549
0.757567653
0.777230358
0.758568409
0.757827884
0.764475802
0.794554275
0.770595118
0.765359509
0.759091063
0.758790388
0.766879127
0.758464168
0.741490963
0.73736872
0.724426673
0.716805188
0.723654057
0.730392625
0.71812009
0.726879341
0.710601439
0.699058248
0.69252665
0.699718914
0.681452496
0.677509463
0.660231746
0.647993437
0.647777153
0.638754157
0.632518482
0.634990201
0.642697765
0.654684143
0.678193403
0.70748586
0.736261399
0.773484564
0.780353485
0.803337264
0.839808737
0.89321933
0.908009496
0.947336501
0.957335006
0.976474444
1.02186595
1.078447834
1.168328955
1.213936381
1.29100231
1.422836175
1.553134991
1.501407307
1.45596749
1.466053552
1.443371694
1.392014669
1.351512997
1.247325427
1.180854553
1.151360861
1.097180836
1.073068675
1.060502022
1.031767477
1.021795789
1.01709981
1.021983139
1.040140767
1.058452831
1.100755917
1.104509993
1.097684469
1.093901177
1.073101249
0.99634905
0.951882614
0.932086506
0.889651814
0.869499679
0.853312202
0.856898629
0.879144134
0.914354707
0.97376647
1.047599206
1.094707417
1.085881023
0.99243439
0.928842842
0.896411919
0.856856305
0.834290527
0.829743486
0.843414627
0.808527848
0.778222094
0.756131897
0.73704668
0.730400719
0.727572611
0.736896075
0.746637772
0.73492757
0.740283488
0.738624404
0.751246276
0.760692807
0.783431291
0.782183737
0.776567353
0.758565283
0.754205246
0.754585079
0.762143678
0.760933882
0.748888679
0.746856335
0.748771778
0.768179139
0.797022002
0.80145383
0.810523138
0.796139586
0.781805906
0.780098103
0.794158151
0.797456224
0.775885292
0.771564497
0.776927618
0.796254986
0.828742978
0.86050888
0.874289577
0.879574145
0.872630106
0.889031373
0.90034706
0.864330364
0.849914243
0.807479327
0.782485234
0.773459967
0.775406152
0.770491135
0.779336427
0.804016907
0.819224592
0.760370757
0.722400849
0.696106417
0.67914498
0.671388146
0.674237629
0.674742938
0.678360119
0.69175458
0.709366471
0.704375289
0.707781235
0.715921899
0.736813741
0.758157609
0.755163
0.76486355
0.788384347
0.802991534
0.835837516
0.884576659
0.948375911
1.040736857
1.073079924
1.141686589
