financial uncertainty
1.049989577
1.047144883
1.066373856
1.0780207
1.086269047
1.108689605
1.125061368
1.15754665
1.230641687
1.204416857
1.161110692
1.124053108
1.088316976
1.07744279
1.051110338
1.020364413
1.009791505
0.985857184
0.935148519
0.913922476
0.896638648
0.896244078
0.889677986
0.90538703
0.898767953
0.890464007
0.901899554
0.903345075
0.923697705
0.876763286
0.833620313
0.807179819
0.79378608
0.796115067
0.805447052
0.811165422
0.820127937
0.832719842
0.847802587
0.881668331
0.90592247
0.94865434
0.984473093
0.996658319
1.038799938
1.064112492
1.080644251
1.125583022
1.147961634
1.188822037
1.214454907
1.283921228
1.196543792
1.150741729
1.10399241
1.093058564
1.110881336
1.132387053
1.144374188
1.188606917
1.245745634
1.283657868
1.309242275
1.298779239
1.312718708
1.365107315
1.237633516
1.158599396
1.098041243
1.065374824
1.034444512
1.013351325
0.991524417
0.973825491
0.963392983
0.963717506
0.988481332
1.049112624
0.956801508
0.884713073
0.840686907
0.812967156
0.789311451
0.763592352
0.753208813
0.747915884
0.757748438
0.773490117
0.785561915
0.759832984
0.732318583
0.71516077
0.711751507
0.720726742
0.737211893
0.733256424
0.737407972
0.749108177
0.778657148
0.80689165
0.803273346
0.82171752
0.829595874
0.855700744
0.881727963
0.886919375
0.904372321
0.946424326
0.99425919
1.053999299
1.157167548
1.078312854
1.021442087
1.00330699
0.979865506
0.966359126
0.926349103
0.913483289
0.922559808
0.932972523
0.969807679
0.999259438
1.058300855
1.062372415
1.059260525
1.086161625
1.119499539
1.177741347
1.104796696
1.044502648
0.995895731
0.974212308
0.927412779
0.901515022
0.893926677
0.904099099
0.885455004
0.869128419
0.861306632
0.870382469
0.849826959
0.84613222
0.858856426
0.882440719
0.917456833
0.922796649
0.907849079
0.87837206
0.86244309
0.859231426
0.859707284
0.856454899
0.871464546
0.889945672
0.90452894
0.936849048
0.991240824
0.994471169
1.028166863
0.977329775
0.929488337
0.909299574
0.892507528
0.880102065
0.875402982
0.855193672
0.839182987
0.828683376
0.817752299
0.81687282
0.826248105
0.82060987
0.817220889
0.823580408
0.839980621
0.830346008
0.839969839
0.866719469
0.874503377
0.897399268
0.924247434
0.874561202
0.844757686
0.833054534
0.831685598
0.850980217
0.806995592
0.783306749
0.769121717
0.768412049
0.75895107
0.763894471
0.778670755
0.811191205
0.825075999
0.838415667
0.835473919
0.844842944
0.876645991
0.878851465
0.883292066
0.904919869
0.93364138
0.987270648
1.002916616
1.021722807
1.00122896
0.990956846
1.00560557
1.041193336
1.003585642
0.976843881
0.975211532
